,hex9,cnt
509,892a1001d4fffff,148
510,892a1001d53ffff,196
511,892a1001d57ffff,105
512,892a1001d5bffff,171
513,892a1001d63ffff,160
514,892a1001d6bffff,210
515,892a1001d6fffff,24
516,892a1001d73ffff,87
517,892a1001d77ffff,166
518,892a1001d7bffff,185
519,892a1001da7ffff,2
520,892a1001dabffff,1
521,892a1001dafffff,46
522,892a1001dc3ffff,68
523,892a1001dc7ffff,1
524,892a1001dcbffff,147
525,892a1001dcfffff,164
526,892a1001ddbffff,142
527,892a1001e03ffff,53
528,892a1001e07ffff,337
529,892a1001e0bffff,83
530,892a1001e0fffff,78
531,892a1001e13ffff,215
532,892a1001e17ffff,175
533,892a1001e1bffff,84
534,892a1001e23ffff,175
535,892a1001e27ffff,110
536,892a1001e2bffff,227
537,892a1001e2fffff,86
538,892a1001e33ffff,265
539,892a1001e37ffff,215
540,892a1001e3bffff,281
541,892a1001e43ffff,126
542,892a1001e47ffff,176
543,892a1001e4bffff,117
544,892a1001e4fffff,167
545,892a1001e53ffff,226
546,892a1001e57ffff,106
547,892a1001e5bffff,203
548,892a1001e63ffff,150
549,892a1001e67ffff,264
550,892a1001e6bffff,100
551,892a1001e6fffff,224
552,892a1001e73ffff,231
553,892a1001e77ffff,176
554,892a1001e7bffff,127
555,892a1001e83ffff,161
556,892a1001e87ffff,218
557,892a1001e8bffff,80
558,892a1001e8fffff,205
559,892a1001e93ffff,201
560,892a1001e97ffff,112
561,892a1001e9bffff,223
562,892a1001ea3ffff,347
563,892a1001ea7ffff,118
564,892a1001eabffff,277
565,892a1001eafffff,202
566,892a1001eb3ffff,275
567,892a1001eb7ffff,116
568,892a1001ebbffff,201
569,892a1001ec3ffff,306
570,892a1001ec7ffff,196
571,892a1001ecbffff,266
572,892a1001ecfffff,29
573,892a1001ed3ffff,140
574,892a1001ed7ffff,172
575,892a1001edbffff,204
576,892a100326fffff,2
577,892a1003323ffff,16
578,892a100332bffff,18
579,892a1003337ffff,7
580,892a100333bffff,15
581,892a1003363ffff,102
582,892a1003367ffff,100
583,892a100336bffff,3
584,892a100336fffff,150
585,892a1003377ffff,87
586,892a100420bffff,33
