,hex9,cnt
539,892a1001e4fffff,1172
540,892a1001e53ffff,391
541,892a1001e57ffff,895
542,892a1001e5bffff,1339
543,892a1001e63ffff,492
544,892a1001e67ffff,551
545,892a1001e6bffff,902
546,892a1001e6fffff,2061
547,892a1001e73ffff,1121
548,892a1001e77ffff,222
549,892a1001e7bffff,1781
550,892a1001e83ffff,248
551,892a1001e87ffff,658
552,892a1001e8bffff,437
553,892a1001e8fffff,382
554,892a1001e93ffff,213
555,892a1001e97ffff,105
556,892a1001e9bffff,128
557,892a1001ea3ffff,308
558,892a1001ea7ffff,5
559,892a1001eabffff,419
560,892a1001eafffff,395
561,892a1001eb3ffff,115
562,892a1001eb7ffff,20
563,892a1001ebbffff,805
564,892a1001ec3ffff,199
565,892a1001ec7ffff,103
566,892a1001ecbffff,493
567,892a1001ecfffff,34
568,892a1001ed3ffff,331
569,892a1001ed7ffff,151
570,892a1001edbffff,502
571,892a100326fffff,4
572,892a1003363ffff,6
573,892a1003367ffff,47
574,892a100336fffff,1
575,892a1003377ffff,13
576,892a100420bffff,22
577,892a100421bffff,28
578,892a1004243ffff,18
579,892a1004247ffff,39
580,892a100424bffff,17
581,892a100424fffff,18
582,892a1004253ffff,23
583,892a1004257ffff,27
584,892a100425bffff,28
585,892a100426bffff,2
586,892a1004273ffff,13
587,892a100427bffff,73
588,892a10042c3ffff,31
589,892a10042c7ffff,18
590,892a10042cbffff,69
591,892a10042cfffff,83
592,892a10042d3ffff,57
593,892a10042d7ffff,16
594,892a10042dbffff,13
595,892a100464bffff,15
596,892a100464fffff,6
597,892a100466bffff,7
598,892a1005003ffff,23
599,892a1005007ffff,7
600,892a100500bffff,72
601,892a100500fffff,71
602,892a1005013ffff,37
603,892a1005017ffff,1
604,892a100501bffff,21
605,892a1005023ffff,2
606,892a1005027ffff,43
607,892a100502bffff,5
608,892a100502fffff,17
609,892a1005043ffff,3
610,892a1005047ffff,34
611,892a100504bffff,32
612,892a100504fffff,27
613,892a1005053ffff,19
614,892a1005057ffff,34
615,892a100505bffff,8
616,892a1005063ffff,26
617,892a1005067ffff,73
618,892a100506bffff,31
619,892a100506fffff,65
620,892a1005073ffff,17
621,892a1005077ffff,18
622,892a100507bffff,29
623,892a1005083ffff,22
624,892a1005087ffff,130
625,892a100508fffff,1
626,892a1005093ffff,1
627,892a1005097ffff,11
628,892a10050bbffff,1
629,892a10050c3ffff,17
630,892a10050c7ffff,36
631,892a10050cbffff,4
632,892a10050cfffff,71
633,892a10050dbffff,6
634,892a1005103ffff,113
635,892a1005107ffff,169
636,892a100510bffff,205
637,892a100510fffff,150
638,892a1005113ffff,13
639,892a1005117ffff,155
640,892a100511bffff,45
641,892a1005123ffff,101
642,892a1005127ffff,4
643,892a100512bffff,195
644,892a100512fffff,116
645,892a1005133ffff,133
646,892a100513bffff,117
647,892a1005143ffff,45
648,892a1005147ffff,29
649,892a100514bffff,15
650,892a100514fffff,64
651,892a1005153ffff,4
652,892a1005157ffff,119
653,892a100515bffff,48
654,892a1005163ffff,120
655,892a1005167ffff,474
656,892a100516bffff,176
657,892a100516fffff,138
658,892a1005173ffff,219
659,892a1005177ffff,171
660,892a100517bffff,171
661,892a1005183ffff,28
662,892a1005187ffff,9
663,892a100518bffff,1
